compound_id,true_target,hard_negative,target_type
COMPOUND_e14a6138b047,SYMPTOM_c3332f5bc908,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_e14a6138b047,SYMPTOM_c3332f5bc908,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_e14a6138b047,SYMPTOM_c3332f5bc908,SYMPTOM_1781e759516c,Symptom
COMPOUND_899cf06b47e4,SYMPTOM_9a9214077697,SYMPTOM_003993957fb9,Symptom
COMPOUND_899cf06b47e4,SYMPTOM_9a9214077697,SYMPTOM_005668237e94,Symptom
COMPOUND_899cf06b47e4,SYMPTOM_9a9214077697,SYMPTOM_0071d323d363,Symptom
COMPOUND_899cf06b47e4,SYMPTOM_9a9214077697,SYMPTOM_0084e48e9830,Symptom
COMPOUND_899cf06b47e4,SYMPTOM_9a9214077697,SYMPTOM_009811abd195,Symptom
COMPOUND_899cf06b47e4,SYMPTOM_64c8aca0d1b5,SYMPTOM_003993957fb9,Symptom
COMPOUND_899cf06b47e4,SYMPTOM_64c8aca0d1b5,SYMPTOM_005668237e94,Symptom
COMPOUND_899cf06b47e4,SYMPTOM_64c8aca0d1b5,SYMPTOM_0071d323d363,Symptom
COMPOUND_899cf06b47e4,SYMPTOM_64c8aca0d1b5,SYMPTOM_0084e48e9830,Symptom
COMPOUND_899cf06b47e4,SYMPTOM_64c8aca0d1b5,SYMPTOM_009811abd195,Symptom
COMPOUND_ebc3153baaef,SYMPTOM_b6122bfe4b97,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_ebc3153baaef,SYMPTOM_b6122bfe4b97,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_ebc3153baaef,SYMPTOM_b6122bfe4b97,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_ebc3153baaef,SYMPTOM_b6122bfe4b97,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_ebc3153baaef,SYMPTOM_b6122bfe4b97,SYMPTOM_1781e759516c,Symptom
COMPOUND_b198011eb37b,SYMPTOM_94f15f526dc9,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_b198011eb37b,SYMPTOM_94f15f526dc9,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_b198011eb37b,SYMPTOM_94f15f526dc9,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_b198011eb37b,SYMPTOM_94f15f526dc9,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_b198011eb37b,SYMPTOM_94f15f526dc9,SYMPTOM_1781e759516c,Symptom
COMPOUND_74f13c20a26f,DISEASE_578708c54b66,DISEASE_120d64215d86,Disease
COMPOUND_74f13c20a26f,DISEASE_578708c54b66,DISEASE_33f32d4c3a5c,Disease
COMPOUND_74f13c20a26f,DISEASE_578708c54b66,DISEASE_57750b73b487,Disease
COMPOUND_74f13c20a26f,DISEASE_578708c54b66,DISEASE_66ce053b0c0b,Disease
COMPOUND_74f13c20a26f,DISEASE_578708c54b66,DISEASE_800f3dcd7399,Disease
COMPOUND_e05e5cec2a2d,DISEASE_5e294e090c89,DISEASE_071459a0c2fd,Disease
COMPOUND_e05e5cec2a2d,DISEASE_5e294e090c89,DISEASE_093461e46ef0,Disease
COMPOUND_e05e5cec2a2d,DISEASE_5e294e090c89,DISEASE_0ace1f8e701c,Disease
COMPOUND_e05e5cec2a2d,DISEASE_5e294e090c89,DISEASE_120d64215d86,Disease
COMPOUND_e05e5cec2a2d,DISEASE_5e294e090c89,DISEASE_13ef8ee6ec1a,Disease
COMPOUND_e05e5cec2a2d,SYMPTOM_9cd2b457d359,SYMPTOM_003993957fb9,Symptom
COMPOUND_e05e5cec2a2d,SYMPTOM_9cd2b457d359,SYMPTOM_005668237e94,Symptom
COMPOUND_e05e5cec2a2d,SYMPTOM_9cd2b457d359,SYMPTOM_0071d323d363,Symptom
COMPOUND_e05e5cec2a2d,SYMPTOM_9cd2b457d359,SYMPTOM_0084e48e9830,Symptom
COMPOUND_e05e5cec2a2d,SYMPTOM_9cd2b457d359,SYMPTOM_009811abd195,Symptom
COMPOUND_fec3fa141c31,DISEASE_d60c11b4f6b2,DISEASE_071459a0c2fd,Disease
COMPOUND_fec3fa141c31,DISEASE_d60c11b4f6b2,DISEASE_093461e46ef0,Disease
COMPOUND_fec3fa141c31,DISEASE_d60c11b4f6b2,DISEASE_0ace1f8e701c,Disease
COMPOUND_fec3fa141c31,DISEASE_d60c11b4f6b2,DISEASE_120d64215d86,Disease
COMPOUND_fec3fa141c31,DISEASE_d60c11b4f6b2,DISEASE_13ef8ee6ec1a,Disease
COMPOUND_fec3fa141c31,SYMPTOM_435ca3873d41,SYMPTOM_003993957fb9,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_435ca3873d41,SYMPTOM_005668237e94,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_435ca3873d41,SYMPTOM_0071d323d363,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_435ca3873d41,SYMPTOM_0084e48e9830,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_435ca3873d41,SYMPTOM_009811abd195,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_a317a04d6ea5,SYMPTOM_003993957fb9,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_a317a04d6ea5,SYMPTOM_005668237e94,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_a317a04d6ea5,SYMPTOM_0071d323d363,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_a317a04d6ea5,SYMPTOM_0084e48e9830,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_a317a04d6ea5,SYMPTOM_009811abd195,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_7bbc967d0472,SYMPTOM_003993957fb9,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_7bbc967d0472,SYMPTOM_005668237e94,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_7bbc967d0472,SYMPTOM_0071d323d363,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_7bbc967d0472,SYMPTOM_0084e48e9830,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_7bbc967d0472,SYMPTOM_009811abd195,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_6100966d0a2c,SYMPTOM_003993957fb9,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_6100966d0a2c,SYMPTOM_005668237e94,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_6100966d0a2c,SYMPTOM_0071d323d363,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_6100966d0a2c,SYMPTOM_0084e48e9830,Symptom
COMPOUND_fec3fa141c31,SYMPTOM_6100966d0a2c,SYMPTOM_009811abd195,Symptom
COMPOUND_d8438fe1dea5,DISEASE_578708c54b66,DISEASE_071459a0c2fd,Disease
COMPOUND_d8438fe1dea5,DISEASE_578708c54b66,DISEASE_093461e46ef0,Disease
COMPOUND_d8438fe1dea5,DISEASE_578708c54b66,DISEASE_0ace1f8e701c,Disease
COMPOUND_d8438fe1dea5,DISEASE_578708c54b66,DISEASE_120d64215d86,Disease
COMPOUND_d8438fe1dea5,DISEASE_578708c54b66,DISEASE_13ef8ee6ec1a,Disease
COMPOUND_d8438fe1dea5,DISEASE_5e294e090c89,DISEASE_071459a0c2fd,Disease
COMPOUND_d8438fe1dea5,DISEASE_5e294e090c89,DISEASE_093461e46ef0,Disease
COMPOUND_d8438fe1dea5,DISEASE_5e294e090c89,DISEASE_0ace1f8e701c,Disease
COMPOUND_d8438fe1dea5,DISEASE_5e294e090c89,DISEASE_120d64215d86,Disease
COMPOUND_d8438fe1dea5,DISEASE_5e294e090c89,DISEASE_13ef8ee6ec1a,Disease
COMPOUND_d8438fe1dea5,SYMPTOM_ac7049227bb3,SYMPTOM_003993957fb9,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_ac7049227bb3,SYMPTOM_005668237e94,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_ac7049227bb3,SYMPTOM_0071d323d363,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_ac7049227bb3,SYMPTOM_0084e48e9830,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_ac7049227bb3,SYMPTOM_009811abd195,Symptom
COMPOUND_d8438fe1dea5,DISEASE_e7a747ffb620,DISEASE_071459a0c2fd,Disease
COMPOUND_d8438fe1dea5,DISEASE_e7a747ffb620,DISEASE_093461e46ef0,Disease
COMPOUND_d8438fe1dea5,DISEASE_e7a747ffb620,DISEASE_0ace1f8e701c,Disease
COMPOUND_d8438fe1dea5,DISEASE_e7a747ffb620,DISEASE_120d64215d86,Disease
COMPOUND_d8438fe1dea5,DISEASE_e7a747ffb620,DISEASE_13ef8ee6ec1a,Disease
COMPOUND_d8438fe1dea5,SYMPTOM_154b2e2e5974,SYMPTOM_003993957fb9,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_154b2e2e5974,SYMPTOM_005668237e94,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_154b2e2e5974,SYMPTOM_0071d323d363,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_154b2e2e5974,SYMPTOM_0084e48e9830,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_154b2e2e5974,SYMPTOM_009811abd195,Symptom
COMPOUND_d8438fe1dea5,DISEASE_9fee7a39f2e6,DISEASE_071459a0c2fd,Disease
COMPOUND_d8438fe1dea5,DISEASE_9fee7a39f2e6,DISEASE_093461e46ef0,Disease
COMPOUND_d8438fe1dea5,DISEASE_9fee7a39f2e6,DISEASE_0ace1f8e701c,Disease
COMPOUND_d8438fe1dea5,DISEASE_9fee7a39f2e6,DISEASE_120d64215d86,Disease
COMPOUND_d8438fe1dea5,DISEASE_9fee7a39f2e6,DISEASE_13ef8ee6ec1a,Disease
COMPOUND_d8438fe1dea5,SYMPTOM_078750ea56f7,SYMPTOM_003993957fb9,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_078750ea56f7,SYMPTOM_005668237e94,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_078750ea56f7,SYMPTOM_0071d323d363,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_078750ea56f7,SYMPTOM_0084e48e9830,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_078750ea56f7,SYMPTOM_009811abd195,Symptom
COMPOUND_d8438fe1dea5,DISEASE_5cbc093559fd,DISEASE_071459a0c2fd,Disease
COMPOUND_d8438fe1dea5,DISEASE_5cbc093559fd,DISEASE_093461e46ef0,Disease
COMPOUND_d8438fe1dea5,DISEASE_5cbc093559fd,DISEASE_0ace1f8e701c,Disease
COMPOUND_d8438fe1dea5,DISEASE_5cbc093559fd,DISEASE_120d64215d86,Disease
COMPOUND_d8438fe1dea5,DISEASE_5cbc093559fd,DISEASE_13ef8ee6ec1a,Disease
COMPOUND_d8438fe1dea5,SYMPTOM_e398892d7620,SYMPTOM_003993957fb9,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_e398892d7620,SYMPTOM_005668237e94,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_e398892d7620,SYMPTOM_0071d323d363,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_e398892d7620,SYMPTOM_0084e48e9830,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_e398892d7620,SYMPTOM_009811abd195,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_f4dfb786c878,SYMPTOM_003993957fb9,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_f4dfb786c878,SYMPTOM_005668237e94,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_f4dfb786c878,SYMPTOM_0071d323d363,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_f4dfb786c878,SYMPTOM_0084e48e9830,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_f4dfb786c878,SYMPTOM_009811abd195,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_bff77d569de2,SYMPTOM_003993957fb9,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_bff77d569de2,SYMPTOM_005668237e94,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_bff77d569de2,SYMPTOM_0071d323d363,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_bff77d569de2,SYMPTOM_0084e48e9830,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_bff77d569de2,SYMPTOM_009811abd195,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_603d8414fc2a,SYMPTOM_003993957fb9,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_603d8414fc2a,SYMPTOM_005668237e94,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_603d8414fc2a,SYMPTOM_0071d323d363,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_603d8414fc2a,SYMPTOM_0084e48e9830,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_603d8414fc2a,SYMPTOM_009811abd195,Symptom
COMPOUND_d8438fe1dea5,DISEASE_3e090ec6a1d8,DISEASE_071459a0c2fd,Disease
COMPOUND_d8438fe1dea5,DISEASE_3e090ec6a1d8,DISEASE_093461e46ef0,Disease
COMPOUND_d8438fe1dea5,DISEASE_3e090ec6a1d8,DISEASE_0ace1f8e701c,Disease
COMPOUND_d8438fe1dea5,DISEASE_3e090ec6a1d8,DISEASE_120d64215d86,Disease
COMPOUND_d8438fe1dea5,DISEASE_3e090ec6a1d8,DISEASE_13ef8ee6ec1a,Disease
COMPOUND_d8438fe1dea5,SYMPTOM_c3332f5bc908,SYMPTOM_003993957fb9,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_c3332f5bc908,SYMPTOM_005668237e94,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_c3332f5bc908,SYMPTOM_0071d323d363,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_c3332f5bc908,SYMPTOM_0084e48e9830,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_c3332f5bc908,SYMPTOM_009811abd195,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_8be6245de13d,SYMPTOM_003993957fb9,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_8be6245de13d,SYMPTOM_005668237e94,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_8be6245de13d,SYMPTOM_0071d323d363,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_8be6245de13d,SYMPTOM_0084e48e9830,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_8be6245de13d,SYMPTOM_009811abd195,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_15564a4455ce,SYMPTOM_003993957fb9,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_15564a4455ce,SYMPTOM_005668237e94,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_15564a4455ce,SYMPTOM_0071d323d363,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_15564a4455ce,SYMPTOM_0084e48e9830,Symptom
COMPOUND_d8438fe1dea5,SYMPTOM_15564a4455ce,SYMPTOM_009811abd195,Symptom
COMPOUND_87dc236a64a3,SYMPTOM_685c0772c819,SYMPTOM_003993957fb9,Symptom
COMPOUND_87dc236a64a3,SYMPTOM_685c0772c819,SYMPTOM_005668237e94,Symptom
COMPOUND_87dc236a64a3,SYMPTOM_685c0772c819,SYMPTOM_0071d323d363,Symptom
COMPOUND_87dc236a64a3,SYMPTOM_685c0772c819,SYMPTOM_0084e48e9830,Symptom
COMPOUND_87dc236a64a3,SYMPTOM_685c0772c819,SYMPTOM_009811abd195,Symptom
COMPOUND_87dc236a64a3,SYMPTOM_ac4ac57a7b7f,SYMPTOM_003993957fb9,Symptom
COMPOUND_87dc236a64a3,SYMPTOM_ac4ac57a7b7f,SYMPTOM_005668237e94,Symptom
COMPOUND_87dc236a64a3,SYMPTOM_ac4ac57a7b7f,SYMPTOM_0071d323d363,Symptom
COMPOUND_87dc236a64a3,SYMPTOM_ac4ac57a7b7f,SYMPTOM_0084e48e9830,Symptom
COMPOUND_87dc236a64a3,SYMPTOM_ac4ac57a7b7f,SYMPTOM_009811abd195,Symptom
COMPOUND_87dc236a64a3,SYMPTOM_0a61ad588557,SYMPTOM_003993957fb9,Symptom
COMPOUND_87dc236a64a3,SYMPTOM_0a61ad588557,SYMPTOM_005668237e94,Symptom
COMPOUND_87dc236a64a3,SYMPTOM_0a61ad588557,SYMPTOM_0071d323d363,Symptom
COMPOUND_87dc236a64a3,SYMPTOM_0a61ad588557,SYMPTOM_0084e48e9830,Symptom
COMPOUND_87dc236a64a3,SYMPTOM_0a61ad588557,SYMPTOM_009811abd195,Symptom
COMPOUND_e87ce6b3a27b,SYMPTOM_bac6c1b98325,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_e87ce6b3a27b,SYMPTOM_bac6c1b98325,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_e87ce6b3a27b,SYMPTOM_bac6c1b98325,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_e87ce6b3a27b,SYMPTOM_bac6c1b98325,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_e87ce6b3a27b,SYMPTOM_bac6c1b98325,SYMPTOM_1781e759516c,Symptom
COMPOUND_e87ce6b3a27b,SYMPTOM_9a9214077697,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_e87ce6b3a27b,SYMPTOM_9a9214077697,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_e87ce6b3a27b,SYMPTOM_9a9214077697,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_e87ce6b3a27b,SYMPTOM_9a9214077697,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_e87ce6b3a27b,SYMPTOM_9a9214077697,SYMPTOM_1781e759516c,Symptom
COMPOUND_e87ce6b3a27b,DISEASE_b2a66b919818,DISEASE_120d64215d86,Disease
COMPOUND_e87ce6b3a27b,DISEASE_b2a66b919818,DISEASE_33f32d4c3a5c,Disease
COMPOUND_e87ce6b3a27b,DISEASE_b2a66b919818,DISEASE_57750b73b487,Disease
COMPOUND_e87ce6b3a27b,DISEASE_b2a66b919818,DISEASE_66ce053b0c0b,Disease
COMPOUND_e87ce6b3a27b,DISEASE_b2a66b919818,DISEASE_800f3dcd7399,Disease
COMPOUND_e87ce6b3a27b,SYMPTOM_64c8aca0d1b5,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_e87ce6b3a27b,SYMPTOM_64c8aca0d1b5,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_e87ce6b3a27b,SYMPTOM_64c8aca0d1b5,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_e87ce6b3a27b,SYMPTOM_64c8aca0d1b5,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_e87ce6b3a27b,SYMPTOM_64c8aca0d1b5,SYMPTOM_1781e759516c,Symptom
COMPOUND_e87ce6b3a27b,SYMPTOM_52b0760e3443,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_e87ce6b3a27b,SYMPTOM_52b0760e3443,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_e87ce6b3a27b,SYMPTOM_52b0760e3443,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_e87ce6b3a27b,SYMPTOM_52b0760e3443,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_e87ce6b3a27b,SYMPTOM_52b0760e3443,SYMPTOM_1781e759516c,Symptom
COMPOUND_5cf2dbc6a293,DISEASE_071459a0c2fd,DISEASE_120d64215d86,Disease
COMPOUND_5cf2dbc6a293,DISEASE_071459a0c2fd,DISEASE_33f32d4c3a5c,Disease
COMPOUND_5cf2dbc6a293,DISEASE_071459a0c2fd,DISEASE_57750b73b487,Disease
COMPOUND_5cf2dbc6a293,DISEASE_071459a0c2fd,DISEASE_66ce053b0c0b,Disease
COMPOUND_5cf2dbc6a293,DISEASE_071459a0c2fd,DISEASE_800f3dcd7399,Disease
COMPOUND_5cf2dbc6a293,DISEASE_ef3323aa3b9e,DISEASE_120d64215d86,Disease
COMPOUND_5cf2dbc6a293,DISEASE_ef3323aa3b9e,DISEASE_33f32d4c3a5c,Disease
COMPOUND_5cf2dbc6a293,DISEASE_ef3323aa3b9e,DISEASE_57750b73b487,Disease
COMPOUND_5cf2dbc6a293,DISEASE_ef3323aa3b9e,DISEASE_66ce053b0c0b,Disease
COMPOUND_5cf2dbc6a293,DISEASE_ef3323aa3b9e,DISEASE_800f3dcd7399,Disease
COMPOUND_5cf2dbc6a293,SYMPTOM_ac4ac57a7b7f,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_5cf2dbc6a293,SYMPTOM_ac4ac57a7b7f,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_5cf2dbc6a293,SYMPTOM_ac4ac57a7b7f,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_5cf2dbc6a293,SYMPTOM_ac4ac57a7b7f,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_5cf2dbc6a293,SYMPTOM_ac4ac57a7b7f,SYMPTOM_1781e759516c,Symptom
COMPOUND_5cf2dbc6a293,DISEASE_0ace1f8e701c,DISEASE_120d64215d86,Disease
COMPOUND_5cf2dbc6a293,DISEASE_0ace1f8e701c,DISEASE_33f32d4c3a5c,Disease
COMPOUND_5cf2dbc6a293,DISEASE_0ace1f8e701c,DISEASE_57750b73b487,Disease
COMPOUND_5cf2dbc6a293,DISEASE_0ace1f8e701c,DISEASE_66ce053b0c0b,Disease
COMPOUND_5cf2dbc6a293,DISEASE_0ace1f8e701c,DISEASE_800f3dcd7399,Disease
COMPOUND_5cf2dbc6a293,SYMPTOM_6100966d0a2c,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_5cf2dbc6a293,SYMPTOM_6100966d0a2c,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_5cf2dbc6a293,SYMPTOM_6100966d0a2c,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_5cf2dbc6a293,SYMPTOM_6100966d0a2c,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_5cf2dbc6a293,SYMPTOM_6100966d0a2c,SYMPTOM_1781e759516c,Symptom
COMPOUND_04fe87779405,SYMPTOM_0f70f3b506e2,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_04fe87779405,SYMPTOM_0f70f3b506e2,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_04fe87779405,SYMPTOM_0f70f3b506e2,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_04fe87779405,SYMPTOM_0f70f3b506e2,SYMPTOM_1781e759516c,Symptom
COMPOUND_04fe87779405,SYMPTOM_0f70f3b506e2,SYMPTOM_195cac6eb729,Symptom
COMPOUND_04fe87779405,SYMPTOM_ee663d64b2ba,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_04fe87779405,SYMPTOM_ee663d64b2ba,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_04fe87779405,SYMPTOM_ee663d64b2ba,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_04fe87779405,SYMPTOM_ee663d64b2ba,SYMPTOM_1781e759516c,Symptom
COMPOUND_04fe87779405,SYMPTOM_ee663d64b2ba,SYMPTOM_195cac6eb729,Symptom
COMPOUND_04fe87779405,SYMPTOM_d257d2808a69,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_04fe87779405,SYMPTOM_d257d2808a69,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_04fe87779405,SYMPTOM_d257d2808a69,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_04fe87779405,SYMPTOM_d257d2808a69,SYMPTOM_1781e759516c,Symptom
COMPOUND_04fe87779405,SYMPTOM_d257d2808a69,SYMPTOM_195cac6eb729,Symptom
COMPOUND_149c147b0d93,SYMPTOM_c6e23b2dca0c,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_149c147b0d93,SYMPTOM_c6e23b2dca0c,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_149c147b0d93,SYMPTOM_c6e23b2dca0c,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_149c147b0d93,SYMPTOM_c6e23b2dca0c,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_149c147b0d93,SYMPTOM_c6e23b2dca0c,SYMPTOM_1781e759516c,Symptom
COMPOUND_149c147b0d93,SYMPTOM_54697eb57628,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_149c147b0d93,SYMPTOM_54697eb57628,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_149c147b0d93,SYMPTOM_54697eb57628,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_149c147b0d93,SYMPTOM_54697eb57628,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_149c147b0d93,SYMPTOM_54697eb57628,SYMPTOM_1781e759516c,Symptom
COMPOUND_149c147b0d93,SYMPTOM_7e1aba55d500,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_149c147b0d93,SYMPTOM_7e1aba55d500,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_149c147b0d93,SYMPTOM_7e1aba55d500,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_149c147b0d93,SYMPTOM_7e1aba55d500,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_149c147b0d93,SYMPTOM_7e1aba55d500,SYMPTOM_1781e759516c,Symptom
COMPOUND_6d9123c8993a,SYMPTOM_078750ea56f7,SYMPTOM_003993957fb9,Symptom
COMPOUND_6d9123c8993a,SYMPTOM_078750ea56f7,SYMPTOM_005668237e94,Symptom
COMPOUND_6d9123c8993a,SYMPTOM_078750ea56f7,SYMPTOM_0071d323d363,Symptom
COMPOUND_6d9123c8993a,SYMPTOM_078750ea56f7,SYMPTOM_0084e48e9830,Symptom
COMPOUND_6d9123c8993a,SYMPTOM_078750ea56f7,SYMPTOM_009811abd195,Symptom
COMPOUND_6d9123c8993a,SYMPTOM_ac4ac57a7b7f,SYMPTOM_003993957fb9,Symptom
COMPOUND_6d9123c8993a,SYMPTOM_ac4ac57a7b7f,SYMPTOM_005668237e94,Symptom
COMPOUND_6d9123c8993a,SYMPTOM_ac4ac57a7b7f,SYMPTOM_0071d323d363,Symptom
COMPOUND_6d9123c8993a,SYMPTOM_ac4ac57a7b7f,SYMPTOM_0084e48e9830,Symptom
COMPOUND_6d9123c8993a,SYMPTOM_ac4ac57a7b7f,SYMPTOM_009811abd195,Symptom
COMPOUND_d85ccf8aca8c,SYMPTOM_5b86f80f6a2d,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_d85ccf8aca8c,SYMPTOM_5b86f80f6a2d,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_d85ccf8aca8c,SYMPTOM_5b86f80f6a2d,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_d85ccf8aca8c,SYMPTOM_5b86f80f6a2d,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_d85ccf8aca8c,SYMPTOM_5b86f80f6a2d,SYMPTOM_1781e759516c,Symptom
COMPOUND_71c41f10aca6,SYMPTOM_13a284b618f2,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_71c41f10aca6,SYMPTOM_13a284b618f2,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_71c41f10aca6,SYMPTOM_13a284b618f2,SYMPTOM_0f70f3b506e2,Symptom
COMPOUND_71c41f10aca6,SYMPTOM_13a284b618f2,SYMPTOM_10d012baa5e9,Symptom
COMPOUND_71c41f10aca6,SYMPTOM_13a284b618f2,SYMPTOM_1781e759516c,Symptom
COMPOUND_71c41f10aca6,SYMPTOM_c0004a138aff,SYMPTOM_01a89e9be65b,Symptom
COMPOUND_71c41f10aca6,SYMPTOM_c0004a138aff,SYMPTOM_0ebf3cbae989,Symptom
COMPOUND_71c41f10aca6,SYMPTOM_c0004a138aff,SYMPTOM_0f70f3b506e2,Symptom
